Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,no_node_emb
Chris Miller,2011,Arizona Cardinals (NFL),quarterbacks,O,QB,3,2,0.625,0.469,0,0,-0.43713924288749695,-0.5538649559020996,1.6648582220077517,0.6689252853393555,0.8183109760284424,-1.0430346727371216,-0.5157642960548401,0.1311606615781784,0
Tommie Robinson,2011,Arizona Cardinals (NFL),running backs,O,RB,3,1,0.312,0.312,0,0,-0.3375512957572937,-0.6476929783821106,1.8058053255081177,1.007115125656128,0.721059262752533,-1.18964684009552,-0.5219599008560181,0.18848560750484467,0
Freddie Kitchens,2011,Arizona Cardinals (NFL),tight ends,O,TE,3,5,0.625,0.512,0,0,-0.2750139832496643,-0.9767540097236632,1.120889663696289,0.8163371086120605,0.5298243165016174,-1.332181096076965,-0.4379591941833496,0.2957492470741272,0
John McNulty,2011,Arizona Cardinals (NFL),wide receivers,O,WR,3,8,0.625,0.469,0,0,-0.6266984343528748,-0.9448232054710388,0.784575343132019,0.7881844043731691,0.5097159743309021,-1.0402647256851196,-0.2446416020393372,0.041319627314805984,0
Russ Grimm,2012,Arizona Cardinals (NFL),offensive line,O,OL,3,20,0.625,0.495,0,0,-0.2644386291503906,-0.07567248493432999,0.33820098638534546,0.41991180181503296,0.8106405138969421,-0.5305081605911255,-0.227654367685318,0.7313530445098877,0
Louie Cioffi,2012,Arizona Cardinals (NFL),defensive backs,D,Sec,3,1,0.5,0.5,0,0,-0.4409673810005188,-0.09067592024803163,1.5780236721038818,0.8573490977287292,2.2412772178649902,-1.6075894832611084,0.012083425186574459,1.1921886205673218,0
Ray Horton,2012,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,18,0.75,0.637,0,1,-0.9818804264068604,0.4934264421463013,0.718760073184967,0.21963246166706085,0.8840192556381226,-0.5084712505340576,0.09244915843009947,1.1803174018859863,0
Ron Aiken,2012,Arizona Cardinals (NFL),defensive line,D,DL,3,5,0.625,0.5,0,0,-0.2497241497039795,0.06711221486330032,1.3108750581741333,0.7168720364570618,1.224911093711853,-0.8277040719985962,0.04036066681146622,0.26041269302368164,0
Ken Whisenhunt,2012,Arizona Cardinals (NFL),head coach,HC,HC,1,15,0.625,0.5,1,0,0.02074166014790535,0.4177367687225342,0.6621567010879517,0.470891535282135,0.749900221824646,-0.6954581141471863,-0.1298631876707077,1.0077748298645022,0
Matt Raich,2012,Arizona Cardinals (NFL),linebackers,D,LB,3,5,0.625,0.479,0,0,-0.224597692489624,-0.09198697656393053,1.274022936820984,0.5578240156173706,1.4908891916275024,-1.2245075702667236,0.07414060086011888,0.6466768980026245,0
Mike Miller,2012,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,12,0.625,0.5,0,1,0.11225604265928267,0.13139508664608002,0.8255833387374878,0.3393051624298096,1.4189691543579102,-1.0398503541946411,-0.16782991588115692,0.933562994003296,0
Ryan Slowik,2012,Arizona Cardinals (NFL),outside linebackers,D,LB,3,3,0.0,0.0,0,0,-0.5141714215278625,0.03789237141609192,1.5538700819015503,0.9458019733428956,2.0685815811157227,-1.2422983646392822,-0.056990832090377815,0.7437610626220703,0
John McNulty,2012,Arizona Cardinals (NFL),quarterbacks,O,QB,3,9,0.625,0.479,0,0,-0.1769130527973175,-0.3947826325893402,0.98726487159729,0.589188277721405,0.9761910438537598,-1.306971549987793,-0.22464492917060846,0.1101466715335846,0
Tommie Robinson,2012,Arizona Cardinals (NFL),running backs,O,RB,3,2,0.5,0.406,0,0,-0.4192982316017151,-0.25449711084365845,1.3169113397598269,0.6913213729858398,1.6555975675582886,-1.3457871675491333,0.1301216185092926,0.7826165556907654,0
Freddie Kitchens,2012,Arizona Cardinals (NFL),tight ends,O,TE,3,6,0.625,0.5,0,0,-0.1814042031764984,-0.2284402996301651,0.968517541885376,0.5785045027732849,0.9254818558692932,-1.5609906911849976,-0.20797155797481534,0.5751965641975403,0
Frank Reich,2012,Arizona Cardinals (NFL),wide receivers,O,WR,3,4,0.875,0.542,0,0,1.0901473760604858,-0.99969220161438,0.9451236128807068,0.09800585359334946,1.1059662103652954,1.4812036752700806,0.37123751640319824,0.8109374046325684,0
Kevin Ross,2013,Arizona Cardinals (NFL),cornerbacks,D,Sec,3,8,0.5,0.5,0,0,-0.7883408069610596,-0.2015116512775421,0.5784792900085449,-0.456494152545929,0.335900753736496,0.8184034824371338,0.16656510531902313,0.18526238203048706,0
Nick Rapone,2013,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Todd Bowles,2013,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,13,0.688,0.432,0,1,-0.1880258470773697,0.08466945588588715,0.8227738738059998,0.3261738121509552,0.25240808725357056,-0.8794956207275391,-0.27915847301483154,0.5437880754470825,0
Brentson Buckner,2013,Arizona Cardinals (NFL),defensive line,D,DL,3,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bruce Arians,2013,Arizona Cardinals (NFL),head coach,HC,HC,1,20,0.75,0.7,1,0,-0.34589260816574097,0.4828665554523468,0.6671452522277832,0.5230938196182251,-0.10187910497188568,0.02030173130333424,0.6825124025344849,0.5431745648384094,0
Mike Caldwell,2013,Arizona Cardinals (NFL),linebackers,D,LB,3,5,0.5,0.375,0,0,-0.9760136604309082,-0.15306653082370758,1.2277979850769043,-1.0375064611434937,1.4277958869934082,-0.8825505375862122,0.5151729583740234,0.10379167646169662,0
Harold Goodwin,2013,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,9,0.688,0.688,0,1,-0.4117922782897949,0.4569136500358582,1.1866103410720823,0.6496767997741699,-0.4056897759437561,0.07308758795261383,0.9117595553398132,0.6102602481842041,0
James Bettcher,2013,Arizona Cardinals (NFL),outside linebackers,D,LB,3,1,0.0,0.0,0,0,-0.21193504333496094,0.20613980293273929,1.343547224998474,1.0641988515853882,-0.21115799248218536,0.8506659269332886,0.5768505930900574,0.5405991673469543,0
Freddie Kitchens,2013,Arizona Cardinals (NFL),quarterbacks,O,QB,3,7,0.625,0.462,0,0,0.3325589299201965,0.9998813271522522,1.0785897970199585,0.7400892972946167,0.4110490083694458,-1.3694559335708618,0.12984976172447205,0.5365201234817505,0
Stump Mitchell,2013,Arizona Cardinals (NFL),running backs,O,RB,3,0,0.5,0.375,0,0,-0.14707402884960175,1.2496355772018433,-0.20677432417869568,-1.611225724220276,0.88022381067276,-0.2269921749830246,-0.014085983857512476,-0.0944770947098732,0
Rick Christophel,2013,Arizona Cardinals (NFL),tight ends,O,TE,3,0,0.0,0.0,0,0,-0.4770973026752472,0.05010475218296051,0.6828562021255493,0.051760151982307434,0.5650910139083862,-0.5662983655929565,0.09336253255605698,0.26493149995803833,0
Darryl Drake,2013,Arizona Cardinals (NFL),wide receivers,O,WR,3,9,0.688,0.563,0,0,0.8765478730201721,-0.32829466462135315,0.9715009927749634,-0.5354338884353638,0.7578326463699341,0.9146248102188109,0.1969494521617889,0.3694833517074585,0
Kevin Ross,2014,Arizona Cardinals (NFL),cornerbacks,D,Sec,3,9,0.625,0.562,0,0,-0.4355610609054565,-0.04751163721084595,0.4880944192409515,-0.20151636004447934,0.5564708113670349,0.5575985908508301,0.7066202163696289,-0.14632846415042874,0
Nick Rapone,2014,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.625,0.625,0,0,0.5404360890388489,0.4330309927463532,1.0194915533065796,-0.19288355112075808,1.1099554300308228,0.19350801408290866,1.881661295890808,-0.6707278490066528,0
Todd Bowles,2014,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,14,0.625,0.4,0,1,0.04923949390649796,0.6970090866088867,0.6698992848396301,0.2807794809341431,0.4659643769264221,-0.7223501205444336,0.458275705575943,0.10827796906232834,0
Brentson Buckner,2014,Arizona Cardinals (NFL),defensive line,D,DL,3,4,0.625,0.625,0,0,0.5069918632507324,0.4677945673465729,1.101244330406189,-0.19594143331050876,1.1173280477523804,0.055737189948558814,1.8977293968200684,-0.5621574521064758,0
Bruce Arians,2014,Arizona Cardinals (NFL),head coach,HC,HC,1,21,0.75,0.675,1,0,-0.02954210713505745,0.16059169173240662,0.1580551117658615,0.590810239315033,0.3734228610992432,-0.07365148514509201,1.2071822881698608,0.041303660720586784,0
Mike Caldwell,2014,Arizona Cardinals (NFL),linebackers,D,LB,3,6,0.625,0.458,0,0,-0.21206995844841006,0.35564786195755005,1.2653628587722778,-0.7598126530647278,1.0735514163970947,-0.2859853804111481,1.3403289318084717,-0.7558062672615051,0
Harold Goodwin,2014,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,10,0.688,0.656,0,1,0.10675476491451263,0.2955155372619629,0.7833284139633179,0.3949405252933502,0.35982391238212585,0.01041620597243309,1.531790256500244,-0.1968793421983719,0
James Bettcher,2014,Arizona Cardinals (NFL),outside linebackers,D,LB,3,2,0.625,0.625,0,0,0.3396565318107605,0.2603495121002197,1.1364030838012695,0.38151952624320973,0.76385098695755,0.4764256775379181,1.446071982383728,-0.036174770444631583,0
Freddie Kitchens,2014,Arizona Cardinals (NFL),quarterbacks,O,QB,3,8,0.625,0.475,0,0,0.34523919224739075,0.754533588886261,0.7915597558021545,0.4278821051120758,0.9622102975845336,-0.8535044193267822,1.0267239809036257,-0.2820879817008972,0
Stump Mitchell,2014,Arizona Cardinals (NFL),running backs,O,RB,3,0,0.625,0.375,0,0,-0.269388347864151,0.3979454040527344,-0.2784128189086914,-0.6013845801353455,1.0129482746124268,0.38560783863067627,0.5530350208282471,-1.2084381580352783,0
Rick Christophel,2014,Arizona Cardinals (NFL),tight ends,O,TE,3,1,0.625,0.625,0,0,0.08849315345287323,0.3281639814376831,1.0079274177551272,-0.15889759361743927,0.8663941621780396,-0.11508319526910782,1.1940680742263794,-0.3765809535980225,0
Darryl Drake,2014,Arizona Cardinals (NFL),wide receivers,O,WR,3,10,0.688,0.575,0,0,0.8632977604866028,0.4771699011325836,0.6268425583839417,-0.4864847362041474,0.6969976425170898,0.7396846413612366,1.0634562969207764,0.20008905231952667,0
Kevin Ross,2015,Arizona Cardinals (NFL),cornerbacks,D,Sec,3,10,0.688,0.604,0,0,-0.9038819074630736,-0.39863455295562733,0.472589910030365,-0.008594395592808723,0.4397236704826355,0.1690492182970047,0.31551194190979004,-0.25911396741867065,0
Nick Rapone,2015,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.688,0.656,0,0,-0.7529200911521912,-0.3916231989860535,0.5606753826141357,-0.207797572016716,1.6502953767776491,-0.3463833332061768,1.6370915174484253,-0.3735528290271759,0
James Bettcher,2015,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,3,0.688,0.656,0,1,-0.468442052602768,-0.4606637954711914,0.4172947704792023,0.30885493755340576,1.506247639656067,0.19680701196193692,1.1726112365722656,0.028472753241658214,0
Brentson Buckner,2015,Arizona Cardinals (NFL),defensive line,D,DL,3,5,0.688,0.656,0,0,-0.5524939298629761,-0.25370898842811584,0.30670490860939026,-0.2475150674581528,1.574256420135498,-0.546761155128479,1.7156167030334473,-0.6463126540184021,0
Bruce Arians,2015,Arizona Cardinals (NFL),head coach,HC,HC,1,22,0.75,0.7,1,0,-0.1760340929031372,-0.7208647131919861,-0.061708763241767876,0.445130467414856,0.7198885083198547,-0.2651369571685791,0.7972766160964966,0.08194156736135483,0
Bob Sanders,2015,Arizona Cardinals (NFL),linebackers,D,LB,3,14,0.375,0.288,0,0,-0.5131752490997314,-0.11765377968549727,-0.2663796544075012,1.0124984979629517,-0.25213080644607544,0.008355706930160522,-0.1944369226694107,-0.4383043348789215,0
Harold Goodwin,2015,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,11,0.688,0.667,0,1,-0.28451576828956604,-0.29591259360313416,0.0772201269865036,0.321525901556015,0.9788368344306946,-0.31659722328186035,1.377206325531006,-0.03297259286046028,0
Freddie Kitchens,2015,Arizona Cardinals (NFL),quarterbacks,O,QB,3,9,0.688,0.487,0,0,-0.22012528777122495,0.04196178540587425,0.1521858423948288,0.5318577289581299,1.3702332973480225,-1.0195776224136353,0.8112518191337585,-0.5452353358268738,0
Stump Mitchell,2015,Arizona Cardinals (NFL),running backs,O,RB,3,0,0.688,0.656,0,0,-0.5011340975761414,-0.4256244599819183,-0.5208428502082825,-1.0454347133636477,0.5326020121574402,-0.05986480414867401,0.10834149271249773,-0.7534103393554688,0
Rick Christophel,2015,Arizona Cardinals (NFL),tight ends,O,TE,3,2,0.688,0.656,0,0,-0.5813003182411194,-0.14371803402900696,0.2633622884750366,-0.4149796366691589,1.3676838874816897,-0.2931765019893646,1.2157106399536133,-0.35846710205078125,0
Darryl Drake,2015,Arizona Cardinals (NFL),wide receivers,O,WR,3,11,0.688,0.625,0,0,-0.5630511641502379,0.016380056738853455,0.009363734163343906,-0.19219940900802607,0.8838778734207153,0.7894470095634459,0.9344278573989868,-0.0981035828590393,0
Kevin Ross,2016,Arizona Cardinals (NFL),cornerbacks,D,Sec,3,11,0.812,0.656,0,0,-0.6350542306900024,-0.6495906710624695,0.7328801155090332,-0.208596870303154,0.2732433080673218,0.02732375077903271,-0.20202182233333588,-0.2448670119047165,0
Nick Rapone,2016,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.812,0.708,0,0,0.055148065090179436,-0.7998232245445251,0.6411817669868469,-0.3433516025543213,0.9374749660491944,-0.9635215997695924,0.5190641880035399,-0.8775689601898193,0
James Bettcher,2016,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,4,0.812,0.708,0,1,-0.12220294773578645,-0.91923850774765,0.4249088168144226,-0.1079614907503128,1.218361496925354,-0.5050315260887146,0.425437867641449,-0.7265969514846802,0
Brentson Buckner,2016,Arizona Cardinals (NFL),defensive line,D,DL,3,6,0.812,0.708,0,0,0.12957195937633514,-0.7292616963386536,0.6918611526489258,-0.4944747090339661,0.9545664191246032,-1.1259329319000244,0.4266920685768128,-0.9808114171028136,0
Bruce Arians,2016,Arizona Cardinals (NFL),head coach,HC,HC,1,23,0.812,0.713,1,0,0.31533709168434143,-1.029916286468506,0.5286056995391846,-0.12935547530651093,0.5462339520454407,-0.628875732421875,0.2805377542972565,-0.09219509363174437,0
Larry Foote,2016,Arizona Cardinals (NFL),inside linebackers,D,LB,3,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bob Sanders,2016,Arizona Cardinals (NFL),linebackers,D,LB,3,15,0.812,0.4,0,0,0.024413684383034703,-0.4976043999195099,0.07171206176280975,0.5083394646644592,-0.34652307629585266,-0.3619711101055145,-0.2378785014152527,-0.2200414389371872,0
Harold Goodwin,2016,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,12,0.812,0.703,0,1,-0.08035343885421753,-0.8770360350608826,0.5266284942626953,-0.05252077803015709,0.680410623550415,-0.7802059650421143,0.6844367980957031,-0.5013225674629211,0
Levon Kirkland,2016,Arizona Cardinals (NFL),outside linebackers,D,LB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Freddie Kitchens,2016,Arizona Cardinals (NFL),quarterbacks,O,QB,3,10,0.812,0.587,0,0,0.3264685571193695,-0.4880278706550598,0.6036167144775391,0.158738374710083,0.7260936498641968,-1.5099788904190063,0.222550630569458,-0.928117573261261,0
Stump Mitchell,2016,Arizona Cardinals (NFL),running backs,O,RB,3,0,0.812,0.708,0,0,0.4050097763538361,-0.36102139949798573,0.2594881057739258,-1.0651012659072876,-0.18565216660499573,-0.2902417778968811,-0.5937042236328125,-0.6476374268531799,0
Rick Christophel,2016,Arizona Cardinals (NFL),tight ends,O,TE,3,3,0.812,0.708,0,0,-0.09815799444913864,-0.6650415658950806,0.7580486536026001,-0.5200622081756592,0.9070674180984496,-0.8101468682289124,0.2462474703788757,-0.7898476123809814,0
Darryl Drake,2016,Arizona Cardinals (NFL),wide receivers,O,WR,3,12,0.812,0.65,0,0,-0.5557935237884521,-0.8301146030426025,-0.1049426570534706,-0.3695709705352783,0.608233630657196,0.182415783405304,0.5525239706039429,-0.7277154326438904,0
Kevin Ross,2017,Arizona Cardinals (NFL),cornerbacks,D,Sec,3,12,0.812,0.641,0,0,-0.3604847490787506,-0.09441493451595306,1.1875569820404053,-0.2228272408246994,-0.15593275427818298,0.1772567182779312,-0.054860908538103104,0.027963194996118542,0
Nick Rapone,2017,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.812,0.641,0,0,0.2688800692558289,-0.5590354204177856,1.7873249053955078,-0.5327423214912415,-0.21761877834796906,-0.6068251729011536,0.330721378326416,-0.5601051449775696,0
James Bettcher,2017,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,5,0.812,0.641,0,1,0.048104245215654366,-1.0849677324295044,1.5440188646316528,-0.307399719953537,0.1309240460395813,-0.5522608757019043,0.08400819450616838,-0.4950919449329376,0
Brentson Buckner,2017,Arizona Cardinals (NFL),defensive line,D,DL,3,7,0.812,0.641,0,0,0.4047293365001679,-0.4825297594070434,1.7578775882720947,-0.4955292046070099,-0.13203592598438266,-0.5175907015800476,0.3252485990524292,-0.5636901259422302,0
Bruce Arians,2017,Arizona Cardinals (NFL),head coach,HC,HC,1,24,0.812,0.65,1,0,0.4546853005886078,-0.49813750386238104,1.072361946105957,-0.2346346527338028,0.4112812280654907,-0.2351952642202377,0.3000271618366241,0.21607370674610135,0
Larry Foote,2017,Arizona Cardinals (NFL),inside linebackers,D,LB,3,2,0.438,0.438,0,0,0.3490869998931885,-0.6751894950866699,1.932148575782776,-0.46724057197570795,-0.2984557449817657,-0.4453757703304291,0.5019297599792479,-0.6731414198875427,0
Bob Sanders,2017,Arizona Cardinals (NFL),linebackers,D,LB,3,16,0.812,0.413,0,0,0.2494077235460281,-0.3324651122093201,0.6380035877227783,0.3085345029830933,-0.5301741361618042,-0.2094442844390869,0.048340186476707465,0.2498045563697815,0
Harold Goodwin,2017,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,13,0.812,0.65,0,1,0.3475732207298279,-0.614579975605011,1.3452924489974976,-0.4593904316425324,0.06995615363121033,-0.5682552456855774,0.4450639486312866,-0.2466050684452057,0
Byron Leftwich,2017,Arizona Cardinals (NFL),quarterbacks,O,QB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Freddie Kitchens,2017,Arizona Cardinals (NFL),running backs,O,RB,3,11,0.812,0.575,0,0,0.8111895918846129,-0.1013178899884224,1.4723745584487915,-0.3826870024204254,0.026440201327204704,-0.9551897048950196,-0.20387110114097595,-0.4829966425895691,0
Rick Christophel,2017,Arizona Cardinals (NFL),tight ends,O,TE,3,4,0.812,0.641,0,0,0.21125590801239014,-0.4128696322441101,1.615644454956055,-0.5647385120391846,-0.1162588894367218,-0.5237612128257751,0.1304980218410492,-0.6170337796211243,0
Darryl Drake,2017,Arizona Cardinals (NFL),wide receivers,O,WR,3,13,0.812,0.638,0,0,-0.03990798071026802,-1.1822428703308103,0.6769279837608337,-0.54590904712677,-0.11138658970594406,0.02373284287750721,0.08547913283109665,-0.4979093670845032,0
David Merritt,2018,Arizona Cardinals (NFL),defensive backs,D,Sec,3,17,0.688,0.413,0,0,0.42697060108184814,1.2840694189071655,0.4080381989479065,0.8856659531593323,-0.3938558101654053,-0.25583958625793457,-0.5065041184425354,-0.31370186805725103,0
Al Holcomb,2018,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,9,0.938,0.638,0,1,-0.1168287843465805,0.5647690296173096,1.3990592956542969,-0.22462572157382965,1.1707679033279421,1.7737925052642822,0.6074680685997009,-1.378570556640625,0
Steve Wilks,2018,Arizona Cardinals (NFL),head coach,HC,HC,1,12,0.938,0.632,1,0,-0.029995458200573918,0.17715705931186676,1.538764476776123,-0.01635364629328251,0.6911569833755493,1.0715044736862185,0.11950108408927915,-0.7183754444122314,0
Larry Foote,2018,Arizona Cardinals (NFL),linebackers,D,LB,3,3,0.5,0.469,0,0,0.044669196009635925,1.2832376956939695,2.0609898567199707,0.3734263777732849,-0.08913550525903703,-0.5821782350540161,1.1736600399017334,-0.677465558052063,0
Mike McCoy,2018,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,18,0.562,0.4,0,1,0.43622058629989613,0.0467110313475132,-0.18162254989147186,0.6293583512306213,0.938762366771698,0.8167158365249634,0.04130464419722557,-0.24196703732013705,0
Ray Brown,2018,Arizona Cardinals (NFL),offensive line,O,OL,3,10,0.688,0.531,0,0,0.08315782994031906,0.5850721597671509,1.5256105661392212,-0.2545079588890076,1.24793803691864,1.929430723190308,0.6873189210891724,-1.4253968000411987,0
Byron Leftwich,2018,Arizona Cardinals (NFL),quarterbacks,O,QB,3,1,0.5,0.5,0,0,0.035777080804109566,1.1416555643081665,2.0856735706329346,0.6378960013389587,-0.11885292828083037,-0.645599365234375,0.9255000948905944,-0.6470398306846619,0
Kirby Wilson,2018,Arizona Cardinals (NFL),running backs,O,RB,3,20,0.688,0.25,0,0,-0.19860704243183136,0.6415351033210754,0.03347747027873993,0.09237201511859894,0.6741700768470764,-0.4258953034877777,0.4293199777603149,-0.18134666979312894,0
